mean_fit_time;std_fit_time;mean_score_time;std_score_time;param_max_depth;param_max_features;param_min_samples_leaf;param_min_samples_split;param_n_estimators;params;split0_test_score;split1_test_score;split2_test_score;split3_test_score;split4_test_score;mean_test_score;std_test_score;rank_test_score
0.00831761360168457;0.00039870919689286087;0.001999950408935547;0.000631957371457472;19;log2;10;4;4;{'max_depth': 19, 'max_features': 'log2', 'min_samples_leaf': 10, 'min_samples_split': 4, 'n_estimators': 4};0.7877094972067039;0.848314606741573;0.8146067415730337;0.7865168539325843;0.8258426966292135;0.8125980792166217;0.023472523426720505;39
0.30594935417175295;0.013884720687701777;0.013616800308227539;0.0022122366693438558;16;sqrt;3;10;185;{'max_depth': 16, 'max_features': 'sqrt', 'min_samples_leaf': 3, 'min_samples_split': 10, 'n_estimators': 185};0.7932960893854749;0.848314606741573;0.8314606741573034;0.7865168539325843;0.8370786516853933;0.8193333751804659;0.024725461855711197;18
0.12000312805175781;0.006383520764402091;0.0058117866516113285;0.00039987930839306896;20;;17;3;61;{'max_depth': 20, 'max_features': None, 'min_samples_leaf': 17, 'min_samples_split': 3, 'n_estimators': 61};0.7430167597765364;0.8146067415730337;0.8033707865168539;0.7696629213483146;0.8258426966292135;0.7912999811687904;0.030599151750856302;159
0.27640271186828613;0.007036024222978676;0.012840461730957032;0.001427264473543613;11;sqrt;3;13;171;{'max_depth': 11, 'max_features': 'sqrt', 'min_samples_leaf': 3, 'min_samples_split': 13, 'n_estimators': 171};0.7932960893854749;0.8539325842696629;0.8314606741573034;0.7921348314606742;0.8370786516853933;0.8215805661917018;0.02470434448897792;9
0.12407441139221191;0.009164399363840031;0.006303834915161133;0.0005030085637943237;20;log2;20;15;75;{'max_depth': 20, 'max_features': 'log2', 'min_samples_leaf': 20, 'min_samples_split': 15, 'n_estimators': 75};0.8212290502793296;0.8258426966292135;0.8202247191011236;0.7191011235955056;0.8033707865168539;0.7979536752244052;0.04015621991016341;113
0.07162914276123047;0.007881233174585198;0.004777097702026367;0.0007579314644951959;20;log2;9;5;39;{'max_depth': 20, 'max_features': 'log2', 'min_samples_leaf': 9, 'min_samples_split': 5, 'n_estimators': 39};0.7988826815642458;0.8314606741573034;0.8202247191011236;0.7415730337078652;0.8202247191011236;0.8024731655263324;0.03222492388154444;75
0.1956326484680176;0.005587497201697045;0.009372282028198241;0.0007046293597262443;5;log2;17;11;128;{'max_depth': 5, 'max_features': 'log2', 'min_samples_leaf': 17, 'min_samples_split': 11, 'n_estimators': 128};0.8156424581005587;0.8314606741573034;0.8146067415730337;0.7134831460674157;0.8146067415730337;0.797959952294269;0.042721262513662615;112
0.0764089584350586;0.004659437744254543;0.004297876358032226;0.00038833082421172783;16;log2;13;20;47;{'max_depth': 16, 'max_features': 'log2', 'min_samples_leaf': 13, 'min_samples_split': 20, 'n_estimators': 47};0.7597765363128491;0.8258426966292135;0.8258426966292135;0.7303370786516854;0.8258426966292135;0.793528340970435;0.04065703554369637;150
0.055769920349121094;0.006412342732939395;0.004094934463500977;0.000820167960083088;10;log2;7;9;31;{'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 7, 'min_samples_split': 9, 'n_estimators': 31};0.8100558659217877;0.8314606741573034;0.8314606741573034;0.7640449438202247;0.8202247191011236;0.8114493754315486;0.025008129938275753;45
0.27495713233947755;0.016357623615184017;0.011760139465332031;0.0005483835382246096;12;sqrt;12;2;171;{'max_depth': 12, 'max_features': 'sqrt', 'min_samples_leaf': 12, 'min_samples_split': 2, 'n_estimators': 171};0.8156424581005587;0.8314606741573034;0.8089887640449438;0.7415730337078652;0.8202247191011236;0.803577929822359;0.03185592609442836;74
0.20530009269714355;0.018080907389681163;0.009423494338989258;0.0008578938709072615;18;sqrt;15;16;122;{'max_depth': 18, 'max_features': 'sqrt', 'min_samples_leaf': 15, 'min_samples_split': 16, 'n_estimators': 122};0.7877094972067039;0.8314606741573034;0.8146067415730337;0.7191011235955056;0.8146067415730337;0.793496955621116;0.03975103658685597;151
0.2484311580657959;0.0043157325023292364;0.011355161666870117;0.00023500598973206222;10;sqrt;8;7;165;{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 8, 'min_samples_split': 7, 'n_estimators': 165};0.7932960893854749;0.8258426966292135;0.8089887640449438;0.7415730337078652;0.8202247191011236;0.7979850605737242;0.030318426786416827;108
0.21915078163146973;0.00333703420843575;0.010782432556152344;0.001763912309666225;3;log2;8;5;148;{'max_depth': 3, 'max_features': 'log2', 'min_samples_leaf': 8, 'min_samples_split': 5, 'n_estimators': 148};0.8044692737430168;0.8258426966292135;0.8146067415730337;0.7247191011235955;0.8033707865168539;0.7946017199171427;0.035872120300750966;146
0.23759403228759765;0.015674256124983042;0.010518455505371093;0.0006355082820927891;13;sqrt;9;4;143;{'max_depth': 13, 'max_features': 'sqrt', 'min_samples_leaf': 9, 'min_samples_split': 4, 'n_estimators': 143};0.8044692737430168;0.8370786516853933;0.8202247191011236;0.7359550561797753;0.8202247191011236;0.8035904839620865;0.0353558377006151;71
0.15398473739624025;0.00607368520687145;0.008314943313598633;0.0014682687406464973;12;sqrt;14;3;97;{'max_depth': 12, 'max_features': 'sqrt', 'min_samples_leaf': 14, 'min_samples_split': 3, 'n_estimators': 97};0.7932960893854749;0.8426966292134831;0.8202247191011236;0.7415730337078652;0.8033707865168539;0.80023225158496;0.03376917740867086;92
0.133682918548584;0.003996788221613925;0.0076141834259033205;0.002063729854365605;4;sqrt;17;18;89;{'max_depth': 4, 'max_features': 'sqrt', 'min_samples_leaf': 17, 'min_samples_split': 18, 'n_estimators': 89};0.8044692737430168;0.8370786516853933;0.8146067415730337;0.7191011235955056;0.8033707865168539;0.7957253154227606;0.04018154671501722;134
0.22128639221191407;0.007923743744091489;0.010627651214599609;0.00041858007526034146;6;log2;5;11;142;{'max_depth': 6, 'max_features': 'log2', 'min_samples_leaf': 5, 'min_samples_split': 11, 'n_estimators': 142};0.7932960893854749;0.8370786516853933;0.8202247191011236;0.7640449438202247;0.8314606741573034;0.8092210156299039;0.027152209958461074;53
0.11850824356079101;0.0026466701455797608;0.005387115478515625;0.00055201663589864;8;;18;4;61;{'max_depth': 8, 'max_features': None, 'min_samples_leaf': 18, 'min_samples_split': 4, 'n_estimators': 61};0.7430167597765364;0.8202247191011236;0.8146067415730337;0.7752808988764045;0.8202247191011236;0.7946707676856443;0.03081413787936226;139
0.3200081348419189;0.01545471115701099;0.014912033081054687;0.0017579232786230792;9;sqrt;15;4;196;{'max_depth': 9, 'max_features': 'sqrt', 'min_samples_leaf': 15, 'min_samples_split': 4, 'n_estimators': 196};0.7877094972067039;0.8258426966292135;0.8033707865168539;0.7191011235955056;0.8146067415730337;0.7901261691042621;0.03768497326475554;173
0.09706087112426758;0.007055609151313973;0.004998350143432617;0.0007834597990451283;18;;9;20;47;{'max_depth': 18, 'max_features': None, 'min_samples_leaf': 9, 'min_samples_split': 20, 'n_estimators': 47};0.7597765363128491;0.8370786516853933;0.8146067415730337;0.8033707865168539;0.8370786516853933;0.8103822735547046;0.02847223536326215;46
0.10512876510620117;0.003416845530115992;0.005976819992065429;0.0015710931575363696;12;;4;6;48;{'max_depth': 12, 'max_features': None, 'min_samples_leaf': 4, 'min_samples_split': 6, 'n_estimators': 48};0.7932960893854749;0.8539325842696629;0.8202247191011236;0.8033707865168539;0.8539325842696629;0.8249513527085556;0.025179122955591385;5
0.3019842624664307;0.030655628954362524;0.01244807243347168;0.0006319063759746345;10;sqrt;20;17;188;{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 20, 'min_samples_split': 17, 'n_estimators': 188};0.7877094972067039;0.8314606741573034;0.8146067415730337;0.7134831460674157;0.8089887640449438;0.7912497646098802;0.04132146699540251;163
0.23098993301391602;0.0035785459928849048;0.010465764999389648;0.0006102706736370076;13;log2;13;16;157;{'max_depth': 13, 'max_features': 'log2', 'min_samples_leaf': 13, 'min_samples_split': 16, 'n_estimators': 157};0.7932960893854749;0.8314606741573034;0.8033707865168539;0.7415730337078652;0.8146067415730337;0.7968614650681063;0.030410175664049768;121
0.22294301986694337;0.009557608010607023;0.010326480865478516;0.0009606423875311425;18;log2;3;10;135;{'max_depth': 18, 'max_features': 'log2', 'min_samples_leaf': 3, 'min_samples_split': 10, 'n_estimators': 135};0.7932960893854749;0.8426966292134831;0.8370786516853933;0.7808988764044944;0.848314606741573;0.8204569706860838;0.027747024609767093;13
0.17577910423278809;0.0136282923301621;0.007818317413330078;0.0020672267188213238;8;;17;20;90;{'max_depth': 8, 'max_features': None, 'min_samples_leaf': 17, 'min_samples_split': 20, 'n_estimators': 90};0.7486033519553073;0.8033707865168539;0.797752808988764;0.7752808988764045;0.8089887640449438;0.7867993220764546;0.022264634964991162;189
0.2946822166442871;0.01125521021812841;0.013341617584228516;0.002416889725734051;19;log2;12;7;188;{'max_depth': 19, 'max_features': 'log2', 'min_samples_leaf': 12, 'min_samples_split': 7, 'n_estimators': 188};0.7932960893854749;0.8314606741573034;0.8202247191011236;0.7359550561797753;0.8089887640449438;0.7979850605737242;0.03348435008242664;108
0.04430446624755859;0.0012996459533842252;0.003321266174316406;0.0002630990924250872;7;log2;16;5;27;{'max_depth': 7, 'max_features': 'log2', 'min_samples_leaf': 16, 'min_samples_split': 5, 'n_estimators': 27};0.8100558659217877;0.8314606741573034;0.8146067415730337;0.7134831460674157;0.8089887640449438;0.7957190383528967;0.04190126987951163;136
0.25347371101379396;0.015578352008278899;0.011190462112426757;0.0006701918591415419;9;log2;10;3;156;{'max_depth': 9, 'max_features': 'log2', 'min_samples_leaf': 10, 'min_samples_split': 3, 'n_estimators': 156};0.7988826815642458;0.8258426966292135;0.8146067415730337;0.7415730337078652;0.8202247191011236;0.8002259745150964;0.030675542698873556;93
0.28653178215026853;0.010967251823881035;0.012980461120605469;0.0018745563344596079;4;sqrt;7;15;184;{'max_depth': 4, 'max_features': 'sqrt', 'min_samples_leaf': 7, 'min_samples_split': 15, 'n_estimators': 184};0.8268156424581006;0.848314606741573;0.8202247191011236;0.7303370786516854;0.8146067415730337;0.8080597577051032;0.04050654319141758;60
0.042850923538208005;0.0031860497997473125;0.003521108627319336;0.000465621305999988;14;log2;4;19;25;{'max_depth': 14, 'max_features': 'log2', 'min_samples_leaf': 4, 'min_samples_split': 19, 'n_estimators': 25};0.776536312849162;0.848314606741573;0.8314606741573034;0.7752808988764045;0.8258426966292135;0.8114870378507313;0.029979121382204335;42
0.12425374984741211;0.0032491447744862857;0.007228994369506836;0.0013407388409023971;2;sqrt;11;12;86;{'max_depth': 2, 'max_features': 'sqrt', 'min_samples_leaf': 11, 'min_samples_split': 12, 'n_estimators': 86};0.7988826815642458;0.8202247191011236;0.8033707865168539;0.7191011235955056;0.797752808988764;0.7878664239532986;0.035313480704947914;188
0.12195496559143067;0.012366901069760159;0.006002616882324219;0.0007212696670387262;3;sqrt;19;8;73;{'max_depth': 3, 'max_features': 'sqrt', 'min_samples_leaf': 19, 'min_samples_split': 8, 'n_estimators': 73};0.7877094972067039;0.8314606741573034;0.8089887640449438;0.7134831460674157;0.797752808988764;0.7878789780930261;0.03994308044677105;185
0.3123422622680664;0.022352537363567695;0.014738035202026368;0.002734307581392919;10;log2;15;10;192;{'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 15, 'min_samples_split': 10, 'n_estimators': 192};0.7877094972067039;0.8314606741573034;0.8258426966292135;0.7134831460674157;0.8033707865168539;0.7923733601154981;0.04246027668988641;156
0.04950037002563477;0.005348390241109818;0.004000043869018555;0.0020004034177334294;3;;7;19;26;{'max_depth': 3, 'max_features': None, 'min_samples_leaf': 7, 'min_samples_split': 19, 'n_estimators': 26};0.770949720670391;0.8314606741573034;0.8258426966292135;0.8033707865168539;0.8202247191011236;0.810369719414977;0.02183705006343431;47
0.19305868148803712;0.015184464932946808;0.007447481155395508;0.0003298884422778461;11;;13;2;94;{'max_depth': 11, 'max_features': None, 'min_samples_leaf': 13, 'min_samples_split': 2, 'n_estimators': 94};0.7653631284916201;0.8314606741573034;0.8033707865168539;0.7640449438202247;0.8314606741573034;0.7991400414286611;0.029932228542702794;95
0.286954402923584;0.022462015423831725;0.010116147994995116;0.0004896318812534491;3;;16;7;160;{'max_depth': 3, 'max_features': None, 'min_samples_leaf': 16, 'min_samples_split': 7, 'n_estimators': 160};0.7374301675977654;0.8202247191011236;0.8258426966292135;0.7752808988764045;0.8146067415730337;0.794677044755508;0.03368854332172367;138
0.05879178047180176;0.0018669989352744418;0.00391077995300293;0.00037234833340407875;8;sqrt;11;11;36;{'max_depth': 8, 'max_features': 'sqrt', 'min_samples_leaf': 11, 'min_samples_split': 11, 'n_estimators': 36};0.7877094972067039;0.8314606741573034;0.8202247191011236;0.7303370786516854;0.8202247191011236;0.7979913376435881;0.03685555044020881;107
0.2903602600097656;0.017383725238085145;0.01322031021118164;0.001164870548288075;10;log2;19;3;192;{'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 19, 'min_samples_split': 3, 'n_estimators': 192};0.7821229050279329;0.8370786516853933;0.8146067415730337;0.7134831460674157;0.797752808988764;0.7890088506685079;0.04193796108187839;179
0.2874934673309326;0.0059395625770550875;0.013254308700561523;0.0010081644636632267;9;sqrt;18;5;190;{'max_depth': 9, 'max_features': 'sqrt', 'min_samples_leaf': 18, 'min_samples_split': 5, 'n_estimators': 190};0.8100558659217877;0.8314606741573034;0.8146067415730337;0.7191011235955056;0.8033707865168539;0.7957190383528968;0.03941727692112281;135
0.08395271301269532;0.003820856124618792;0.005510807037353516;0.0005516600573328175;13;sqrt;20;3;52;{'max_depth': 13, 'max_features': 'sqrt', 'min_samples_leaf': 20, 'min_samples_split': 3, 'n_estimators': 52};0.7653631284916201;0.8426966292134831;0.8033707865168539;0.7191011235955056;0.8033707865168539;0.7867804908668633;0.04175234247912403;190
0.013323116302490234;0.004372117455151355;0.0023052215576171873;0.00040093520261390303;5;;20;15;5;{'max_depth': 5, 'max_features': None, 'min_samples_leaf': 20, 'min_samples_split': 15, 'n_estimators': 5};0.7262569832402235;0.8202247191011236;0.8146067415730337;0.7752808988764045;0.8202247191011236;0.7913188123783818;0.03661608065700815;158
0.3673840045928955;0.02452971778869915;0.01302027702331543;0.001266614062272219;15;;9;3;180;{'max_depth': 15, 'max_features': None, 'min_samples_leaf': 9, 'min_samples_split': 3, 'n_estimators': 180};0.7932960893854749;0.8314606741573034;0.8089887640449438;0.8146067415730337;0.8370786516853933;0.8170861841692298;0.01577345350821529;26
0.2138425350189209;0.009460418056765502;0.008015680313110351;0.0007745151983356132;7;;3;3;102;{'max_depth': 7, 'max_features': None, 'min_samples_leaf': 3, 'min_samples_split': 3, 'n_estimators': 102};0.7932960893854749;0.8426966292134831;0.8089887640449438;0.8202247191011236;0.8426966292134831;0.8215805661917017;0.019246712269464592;10
0.15805387496948242;0.005463519836966658;0.006112384796142578;0.0003755448006661151;12;;8;19;79;{'max_depth': 12, 'max_features': None, 'min_samples_leaf': 8, 'min_samples_split': 19, 'n_estimators': 79};0.7821229050279329;0.8426966292134831;0.8033707865168539;0.797752808988764;0.8370786516853933;0.8126043562864854;0.023407187630471726;38
0.15786619186401368;0.004419388368290225;0.00621337890625;0.0006063951733168907;15;;6;14;78;{'max_depth': 15, 'max_features': None, 'min_samples_leaf': 6, 'min_samples_split': 14, 'n_estimators': 78};0.7877094972067039;0.8370786516853933;0.8202247191011236;0.797752808988764;0.848314606741573;0.8182160567447114;0.022869847432106606;22
0.013259124755859376;0.0006002064190325278;0.002453136444091797;0.0005090637749586779;11;;18;19;6;{'max_depth': 11, 'max_features': None, 'min_samples_leaf': 18, 'min_samples_split': 19, 'n_estimators': 6};0.7206703910614525;0.8258426966292135;0.8089887640449438;0.7696629213483146;0.8202247191011236;0.7890778984370095;0.03943284365486372;176
0.21464905738830567;0.00993146469178135;0.00871415138244629;0.0008136488657254971;13;;14;10;110;{'max_depth': 13, 'max_features': None, 'min_samples_leaf': 14, 'min_samples_split': 10, 'n_estimators': 110};0.7374301675977654;0.8258426966292135;0.8033707865168539;0.7696629213483146;0.8314606741573034;0.7935534492498901;0.03548665488415992;149
0.3112936973571777;0.022409532764582202;0.016225147247314452;0.00388569785416073;19;sqrt;2;7;183;{'max_depth': 19, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 7, 'n_estimators': 183};0.8100558659217877;0.848314606741573;0.8146067415730337;0.797752808988764;0.8314606741573034;0.8204381394764922;0.01763527557471918;17
0.18133788108825682;0.019091201734997364;0.008103513717651367;0.0005828349707059065;14;log2;10;19;105;{'max_depth': 14, 'max_features': 'log2', 'min_samples_leaf': 10, 'min_samples_split': 19, 'n_estimators': 105};0.7877094972067039;0.8258426966292135;0.8202247191011236;0.7528089887640449;0.8202247191011236;0.8013621241604418;0.027765786802286127;81
0.27547826766967776;0.03072562703297959;0.009113836288452148;0.0004922601884099911;6;;18;18;133;{'max_depth': 6, 'max_features': None, 'min_samples_leaf': 18, 'min_samples_split': 18, 'n_estimators': 133};0.7374301675977654;0.8202247191011236;0.8202247191011236;0.7752808988764045;0.8089887640449438;0.7924298537442722;0.032057319663475;153
0.19728288650512696;0.017024205180820963;0.008916807174682618;0.0004901159405202316;9;log2;15;9;126;{'max_depth': 9, 'max_features': 'log2', 'min_samples_leaf': 15, 'min_samples_split': 9, 'n_estimators': 126};0.7821229050279329;0.8370786516853933;0.8089887640449438;0.7134831460674157;0.8033707865168539;0.7890088506685079;0.041635840840557645;179
0.3079204082489014;0.007435903844753363;0.015929269790649413;0.00504571733183738;2;sqrt;3;3;200;{'max_depth': 2, 'max_features': 'sqrt', 'min_samples_leaf': 3, 'min_samples_split': 3, 'n_estimators': 200};0.7988826815642458;0.8202247191011236;0.8089887640449438;0.7191011235955056;0.8033707865168539;0.7901136149645345;0.03621704820154838;175
0.29674382209777833;0.027027039548100245;0.020025348663330077;0.010500550652237784;2;sqrt;7;3;182;{'max_depth': 2, 'max_features': 'sqrt', 'min_samples_leaf': 7, 'min_samples_split': 3, 'n_estimators': 182};0.7932960893854749;0.8202247191011236;0.8033707865168539;0.7191011235955056;0.8033707865168539;0.7878727010231624;0.03545695244905555;187
0.17993059158325195;0.002879543229998254;0.008311605453491211;0.0007492542524792357;2;log2;3;8;129;{'max_depth': 2, 'max_features': 'log2', 'min_samples_leaf': 3, 'min_samples_split': 8, 'n_estimators': 129};0.7877094972067039;0.8202247191011236;0.8033707865168539;0.7191011235955056;0.797752808988764;0.7856317870817902;0.03489672844840663;195
0.2706779479980469;0.014089763410773603;0.011001062393188477;0.00044809216137176944;12;log2;3;14;158;{'max_depth': 12, 'max_features': 'log2', 'min_samples_leaf': 3, 'min_samples_split': 14, 'n_estimators': 158};0.7877094972067039;0.8370786516853933;0.8146067415730337;0.7752808988764045;0.8370786516853933;0.8103508882053857;0.025256269348672308;48
0.019631147384643555;0.0004895976926414374;0.002485847473144531;0.00046795311906703115;19;log2;7;18;11;{'max_depth': 19, 'max_features': 'log2', 'min_samples_leaf': 7, 'min_samples_split': 18, 'n_estimators': 11};0.7877094972067039;0.8202247191011236;0.8202247191011236;0.7640449438202247;0.7921348314606742;0.7968677421379701;0.02132935408690231;119
0.3408332824707031;0.0314794127781798;0.011332988739013672;0.000963140156940684;18;;7;15;161;{'max_depth': 18, 'max_features': None, 'min_samples_leaf': 7, 'min_samples_split': 15, 'n_estimators': 161};0.7877094972067039;0.8370786516853933;0.8033707865168539;0.797752808988764;0.848314606741573;0.8148452702278576;0.02355710475760633;32
0.12990727424621581;0.012089557596082406;0.005083227157592773;0.0005950931860848977;19;;8;9;57;{'max_depth': 19, 'max_features': None, 'min_samples_leaf': 8, 'min_samples_split': 9, 'n_estimators': 57};0.7821229050279329;0.8370786516853933;0.8089887640449438;0.797752808988764;0.8202247191011236;0.8092335697696316;0.018777698960254784;52
0.032855892181396486;0.012756503529821201;0.0030803680419921875;0.0004327336224466798;6;log2;2;19;14;{'max_depth': 6, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 19, 'n_estimators': 14};0.7932960893854749;0.8314606741573034;0.7808988764044944;0.7471910112359551;0.8202247191011236;0.7946142740568704;0.029840803259624942;142
0.12679433822631836;0.016327198498155258;0.006194114685058594;0.00041069586100961304;2;log2;13;3;76;{'max_depth': 2, 'max_features': 'log2', 'min_samples_leaf': 13, 'min_samples_split': 3, 'n_estimators': 76};0.7653631284916201;0.8202247191011236;0.8089887640449438;0.7191011235955056;0.7921348314606742;0.7811625133387736;0.03611588174408945;198
0.16819396018981933;0.003386136025361288;0.00827789306640625;0.0005118562049029735;7;log2;3;12;109;{'max_depth': 7, 'max_features': 'log2', 'min_samples_leaf': 3, 'min_samples_split': 12, 'n_estimators': 109};0.7877094972067039;0.848314606741573;0.8089887640449438;0.8033707865168539;0.8314606741573034;0.8159688657334756;0.021411531559726922;31
0.23169589042663574;0.04672167488783131;0.010376310348510743;0.0017373822236311908;11;log2;4;8;130;{'max_depth': 11, 'max_features': 'log2', 'min_samples_leaf': 4, 'min_samples_split': 8, 'n_estimators': 130};0.8044692737430168;0.848314606741573;0.8089887640449438;0.7921348314606742;0.8370786516853933;0.8181972255351203;0.021052627923929628;23
0.32033395767211914;0.04139901495177379;0.012679004669189453;0.0006985119905833886;5;sqrt;9;20;187;{'max_depth': 5, 'max_features': 'sqrt', 'min_samples_leaf': 9, 'min_samples_split': 20, 'n_estimators': 187};0.7932960893854749;0.848314606741573;0.8202247191011236;0.7359550561797753;0.8089887640449438;0.8013558470905782;0.03731392235122438;82
0.25359315872192384;0.017002082657632565;0.009360885620117188;0.0008654980033501777;9;;13;7;121;{'max_depth': 9, 'max_features': None, 'min_samples_leaf': 13, 'min_samples_split': 7, 'n_estimators': 121};0.7597765363128491;0.8258426966292135;0.8089887640449438;0.7640449438202247;0.8314606741573034;0.7980227229929069;0.03042880819429411;104
0.257966423034668;0.011413001645796134;0.011320734024047851;0.0011736492137112626;3;log2;9;6;169;{'max_depth': 3, 'max_features': 'log2', 'min_samples_leaf': 9, 'min_samples_split': 6, 'n_estimators': 169};0.8044692737430168;0.8258426966292135;0.8146067415730337;0.7247191011235955;0.8033707865168539;0.7946017199171427;0.035872120300750966;146
0.08841824531555176;0.004149987287943261;0.004037046432495117;0.00027519476653846794;11;;17;8;45;{'max_depth': 11, 'max_features': None, 'min_samples_leaf': 17, 'min_samples_split': 8, 'n_estimators': 45};0.7653631284916201;0.8202247191011236;0.8146067415730337;0.7752808988764045;0.8146067415730337;0.7980164459230431;0.022920852758340524;105
0.09896955490112305;0.005250289523108823;0.004666280746459961;0.00044612980846971345;8;;18;5;51;{'max_depth': 8, 'max_features': None, 'min_samples_leaf': 18, 'min_samples_split': 5, 'n_estimators': 51};0.7430167597765364;0.8089887640449438;0.8146067415730337;0.7808988764044944;0.8089887640449438;0.7912999811687904;0.026864264769955935;159
0.11991705894470214;0.0037862312784271504;0.0064141273498535155;0.0004890511820229262;20;sqrt;16;14;80;{'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 16, 'min_samples_split': 14, 'n_estimators': 80};0.7821229050279329;0.8314606741573034;0.8089887640449438;0.7415730337078652;0.8202247191011236;0.7968740192078337;0.03213737168899986;117
0.08447914123535157;0.013631581213383537;0.004471969604492187;0.0006625544024499152;2;log2;20;6;52;{'max_depth': 2, 'max_features': 'log2', 'min_samples_leaf': 20, 'min_samples_split': 6, 'n_estimators': 52};0.7821229050279329;0.8202247191011236;0.8033707865168539;0.7191011235955056;0.797752808988764;0.784514468646036;0.0349017525447634;197
0.03297271728515625;0.0014111598214340579;0.0028312206268310547;0.0006671440591965774;7;log2;16;11;20;{'max_depth': 7, 'max_features': 'log2', 'min_samples_leaf': 16, 'min_samples_split': 11, 'n_estimators': 20};0.7877094972067039;0.8314606741573034;0.8089887640449438;0.7696629213483146;0.8202247191011236;0.8036093151716777;0.022297399759591212;70
0.18830265998840331;0.0112865826401389;0.007158088684082031;0.001202718390986709;17;;15;17;87;{'max_depth': 17, 'max_features': None, 'min_samples_leaf': 15, 'min_samples_split': 17, 'n_estimators': 87};0.7541899441340782;0.8202247191011236;0.8146067415730337;0.7640449438202247;0.8202247191011236;0.7946582135459168;0.029257782880951978;140
0.007977485656738281;0.0006025067039346752;0.0019310951232910157;0.00013716265406304981;20;;19;2;3;{'max_depth': 20, 'max_features': None, 'min_samples_leaf': 19, 'min_samples_split': 2, 'n_estimators': 3};0.7486033519553073;0.8146067415730337;0.8370786516853933;0.8089887640449438;0.8146067415730337;0.8047768501663424;0.029698020241412625;65
0.014224624633789063;0.0005130764631532719;0.002801656723022461;0.0009771850769533892;9;;12;10;6;{'max_depth': 9, 'max_features': None, 'min_samples_leaf': 12, 'min_samples_split': 10, 'n_estimators': 6};0.776536312849162;0.8370786516853933;0.8033707865168539;0.7696629213483146;0.8202247191011236;0.8013746783001696;0.025521215209916782;80
0.19157495498657226;0.0027704114823383645;0.009184932708740235;0.0003446527257973497;6;sqrt;16;20;129;{'max_depth': 6, 'max_features': 'sqrt', 'min_samples_leaf': 16, 'min_samples_split': 20, 'n_estimators': 129};0.7988826815642458;0.8258426966292135;0.8033707865168539;0.7191011235955056;0.8089887640449438;0.7912372104701525;0.03720738972876747;169
0.08738842010498046;0.004393979845537174;0.004813098907470703;0.00039878423795120936;17;log2;3;18;51;{'max_depth': 17, 'max_features': 'log2', 'min_samples_leaf': 3, 'min_samples_split': 18, 'n_estimators': 51};0.7988826815642458;0.8370786516853933;0.8089887640449438;0.7696629213483146;0.8314606741573034;0.80921473856004;0.02425872220975531;54
0.2238769054412842;0.003036687829507192;0.010603857040405274;0.0002391540341959805;18;log2;17;3;150;{'max_depth': 18, 'max_features': 'log2', 'min_samples_leaf': 17, 'min_samples_split': 3, 'n_estimators': 150};0.7988826815642458;0.8370786516853933;0.8146067415730337;0.7247191011235955;0.8033707865168539;0.7957315924926245;0.03788643856266126;131
0.11722989082336426;0.01169762945083961;0.0067176342010498045;0.0011675454694919734;17;log2;16;18;72;{'max_depth': 17, 'max_features': 'log2', 'min_samples_leaf': 16, 'min_samples_split': 18, 'n_estimators': 72};0.770949720670391;0.8258426966292135;0.8033707865168539;0.7359550561797753;0.8089887640449438;0.7890214048082355;0.03194692738279634;178
0.30106706619262696;0.01803395810509049;0.01009197235107422;0.0004761721599302254;19;;10;19;144;{'max_depth': 19, 'max_features': None, 'min_samples_leaf': 10, 'min_samples_split': 19, 'n_estimators': 144};0.7653631284916201;0.8258426966292135;0.8089887640449438;0.7921348314606742;0.8314606741573034;0.804758018956751;0.0240283036797576;66
0.25679783821105956;0.01584054548965024;0.009543228149414062;0.0009197463782706034;17;;10;2;124;{'max_depth': 17, 'max_features': None, 'min_samples_leaf': 10, 'min_samples_split': 2, 'n_estimators': 124};0.7821229050279329;0.8314606741573034;0.8089887640449438;0.797752808988764;0.8370786516853933;0.8114807607808675;0.020547502815856596;43
0.1561872959136963;0.005903985147604747;0.007754802703857422;0.0010946109019878878;8;sqrt;18;19;102;{'max_depth': 8, 'max_features': 'sqrt', 'min_samples_leaf': 18, 'min_samples_split': 19, 'n_estimators': 102};0.7877094972067039;0.8314606741573034;0.8146067415730337;0.7191011235955056;0.8033707865168539;0.7912497646098802;0.03880037289785952;163
0.11139159202575684;0.0024755779292885394;0.006212997436523438;0.0006760570491361757;8;log2;19;19;70;{'max_depth': 8, 'max_features': 'log2', 'min_samples_leaf': 19, 'min_samples_split': 19, 'n_estimators': 70};0.7653631284916201;0.848314606741573;0.8146067415730337;0.7078651685393258;0.8089887640449438;0.7890276818780994;0.0484046221230242;177
